Rating:,Positive:,Negative:,Neutral:,Admiration,Amusement:,Anger:,Annoyance:,Approval:,Caring:,Confusion:,Curiosity:,Desire:,Disappointment:,Disapproval:,Disgust:,Embarrassment:,Excitement:,Fear:,Gratitude:,Grief:,Joy:,Love:,Nervousness:,Optimism:,Pride:,Realization:,Relief:,Remorse:,Sadness:,Surprise:,Neutral:
5.0000000000000036,0.005972686470276767,0.02497012696586716,0.9690571869929335,0.9307476136739483,0.0009386552164575646,0.00022686644094095914,0.0008554578047970524,0.019504132592952035,0.0006137129721955721,0.0008031249594280445,0.0011067314850738011,0.0018794438958856102,0.0017352127566236386,0.0013622436273985315,0.0001846132427675267,9.850820164206673e-05,0.0042105940074169766,0.00011127504885608897,0.0019484810817158669,7.666899064575651e-05,0.009158809735313654,0.012076504657250915,6.083858559040615e-05,0.0024011302897601495,0.0009825911353136532,0.0012917895817343176,0.0003847270124538746,8.7588074575646e-05,0.00029186999092250653,0.0012823997666605155,0.005578417805811843
1.9999999999999996,0.7686092582795082,0.17889897630027324,0.05249176285163948,0.02032061338278701,0.0007053802166666658,0.003108842963661202,0.05372519594617488,0.011398396256284152,0.0010690868989071038,0.009645069383879781,0.004396695250819672,0.0035190676254098358,0.6830038791478141,0.06470863358415299,0.005854428990163935,0.004757882344808743,0.002201276586065575,0.0009203597316939888,0.0009418394112021885,0.0009475941628415299,0.0032258968068306013,0.00665830453415301,0.0016372278349726776,0.00698186671420765,0.0005882396877049181,0.009451125952459016,0.0013190851732240436,0.004908190515027323,0.036551261513661205,0.004757093451639344,0.05269746879016393
3.9999999999999996,0.010747421415768676,0.051447962698347706,0.9378046156806035,0.8500977242699354,0.0017840586371408044,0.00038639109482758614,0.0022866546680675275,0.04245442507478449,0.0010509561588362072,0.0020612005706896544,0.002029542272270116,0.003911669151041666,0.0062299837369612365,0.0047917917378591975,0.0005094891162356324,0.00021097644436063236,0.005809261868318968,0.00046346486170976975,0.0031354221560344845,0.0001479313230244253,0.02206121135255029,0.02191317062769397,0.00016514768699712632,0.004707159852227012,0.0016155474652658046,0.003126518865768679,0.0009174940602729886,0.00020397198814655184,0.0006507005428879314,0.004124212528340518,0.013153920574856308
3.0,0.5936787839405372,0.30141215745091576,0.10490905871941392,0.1550951413775336,0.011801924862637363,0.003569723278021978,0.056814289826739924,0.06497664372124543,0.0018548251965811965,0.03895814778925519,0.01190876879108669,0.012307883773626373,0.2593774261496948,0.09707643108192918,0.010631315862026862,0.005568864303174602,0.006514809797435897,0.0037896838492063496,0.0045952915327228325,0.0007431730488400487,0.018318145154700864,0.016945449623687422,0.0019341805159951164,0.015486167439072041,0.0013694654194139194,0.01768649677838828,0.002489259926373626,0.0055892509106227105,0.016763493174847377,0.008464143584859585,0.1493696066881563
0.9999999999999991,0.6980921216314961,0.2562838165055118,0.04562405927125979,0.014347188669685096,0.001440625861417323,0.003643914296456693,0.06176912331102362,0.03083889275354331,0.005666381788976378,0.016702973472047244,0.013672257268897637,0.003767425669291338,0.042527372537401575,0.06218002850748031,0.0043808168421259844,0.002140181545669291,0.001511719310629921,0.003930398872440945,0.0005969515976377952,0.0003691273901574803,0.0028407628807086624,0.000557325991338585,0.0012296997165354329,0.002801938851968504,0.0005258606755905513,0.015651535493307087,0.001174812957480315,0.0009611401362204723,0.004668247866535434,0.004392268701574803,0.6957110293822834
2.9999999999999996,0.05976513160563203,0.22874682728936171,0.7114880438198998,0.1652388728454317,0.014436990489737171,0.0020052427392991236,0.024882606430913643,0.14849913455869837,0.006712742751814767,0.02728385200813517,0.013187931181977471,0.019055656170212765,0.13429138915193992,0.05593653416670839,0.003736338375219024,0.0023138200018773467,0.01572070629574468,0.0018381052816020024,0.008457627489862327,0.00065013099436796,0.09043397460463079,0.05666569928072591,0.001368360708135169,0.011835827302628287,0.002368742738423029,0.017526302021902376,0.003967531238423029,0.003928206116145181,0.010983083892740927,0.011528058361326659,0.14514653162340427
4.0,0.2910617134710204,0.4231827136967347,0.28575557173183663,0.32330057445530613,0.015722595132040818,0.0022705322397959184,0.027874658767959182,0.11709541551061226,0.004968307446734694,0.03062197089530612,0.015519630344489794,0.010160047588163265,0.08990955370571428,0.05176661311285716,0.005332764159387754,0.003521801665714286,0.00922449455020408,0.0023664921269387755,0.008265224614285714,0.0005866064491836735,0.03889401941387755,0.03563191537755102,0.0013071261824489796,0.01008853357,0.0026531577087755102,0.020179482486122453,0.0036530897373469387,0.004204479613469388,0.006597610327346938,0.01278960006,0.14549370546408164
1.0000000000000027,0.8689790475057315,0.1132737506617647,0.0177472040981147,0.021729242896455392,0.012051854597737555,0.02236949708785822,0.18558324557971337,0.01657538970633484,0.0049657273731523385,0.02309531494954751,0.00997300165822021,0.00845325956417798,0.2661918600549774,0.10945291574653093,0.10261783255128207,0.009605600642533936,0.00229203864494721,0.020602449344494723,0.0046119188206636495,0.0009060845955505279,0.007119977433484151,0.007083341966214178,0.0031095010291101056,0.010771184077149321,0.0006345695795625943,0.016335591586877828,0.0013272225784313725,0.00986653448815988,0.03655080031817496,0.005607967852262443,0.08051607554230769
5.0,0.21567571313540373,0.4021259944708074,0.3821982932854038,0.32986917365310564,0.010632403864906832,0.0023538240680124225,0.021738879470496894,0.1157583246642857,0.002865837747515528,0.021030680695341614,0.015824600737267082,0.01191736023416149,0.07832134836273293,0.036493919929503106,0.002636955358385093,0.005021142633850931,0.015278042395341616,0.0011169941478260874,0.018398988027950307,0.000736323700931677,0.03803041734813664,0.03305841117111802,0.0012363493437888198,0.015073361220496892,0.0026591770083850934,0.017296668201863354,0.0031253306273291924,0.004037528780124223,0.012190884885714284,0.017720462625155278,0.16557660400155277
3.0,0.04300042014831998,0.11895034113663999,0.83804923979168,0.77633133793088,0.005418828410880001,0.0006660422529600001,0.005866855734399996,0.06630779532944,0.0008890982287999996,0.0052220146513599994,0.0025952412873600002,0.005094248214079999,0.01611370618047999,0.01307614667296,0.001027155069439999,0.00041360426400000017,0.004171890023039998,0.0006682535147200001,0.0030803356475199994,0.000221229968,0.02206876987776,0.023182724928319992,0.00022360902352000001,0.00984414455312,0.00185315728064,0.005377305104159999,0.0012651276171199999,0.00035757993167999987,0.0010452042038399997,0.0027699780735999996,0.024848614663839995
4.0,0.009861649958461532,0.05905399466717949,0.9310843580048718,0.20420243353538464,0.009543353006153846,0.00048569825948717926,0.002649005918205133,0.04609586919076923,0.0026229441802564104,0.0015300915274358978,0.000790254036666666,0.005748119234615384,0.004255744952564117,0.004565036642564101,0.00029211678410256264,0.0003561444956410257,0.017063579086153847,0.00023354904564102568,0.005234987379743588,0.0003559101105128205,0.636349791441282,0.017175636905128203,0.0005070015428205129,0.005219467492820513,0.004154714550000001,0.00470603686974359,0.00793608514051282,0.00025873028974358935,0.002043379767692308,0.002883371523846155,0.012740947145128217
4.0,0.01138797216000001,0.04933593765060606,0.9392760898115151,0.2412860402057576,0.0020306606996969697,0.000670268629090909,0.0017797536045454539,0.049737103176969694,0.0013183694166666667,0.003989059781515152,0.002591362070909092,0.008442017297575759,0.009284918592727273,0.006592051332424239,0.0005871966148484845,0.00030505466424242465,0.006182771103636362,0.000295377695757576,0.0013300993042424242,0.00022936328969696968,0.030410888456060603,0.6029383329721212,0.0002860505033333334,0.005629737788181818,0.0009286638790909089,0.003412045848181819,0.000739102602727273,0.0011885277296969697,0.0032894863478787877,0.0035954035387878803,0.010930296327575764
1.9999999999999998,0.7634910073251155,0.1917930299696456,0.044715964691987686,0.08652824722172575,0.017540413726964563,0.010012650725731896,0.11697103031232667,0.0466182988229584,0.00177092361587057,0.05101065467996919,0.015142905179661017,0.00858798526733436,0.12072968689244992,0.14852926972650235,0.045963630015100156,0.007065713842835132,0.002830242428813556,0.008757685598305084,0.003240289482434513,0.000687448867642527,0.01140147540493066,0.013941648631895225,0.0018243402141756551,0.015191624128505391,0.0009720396298921417,0.0202351302642527,0.001670116824807396,0.006566930408474577,0.02304901794268105,0.006624708330816641,0.20653589417087825
5.0,0.008969867338207566,0.04899505799632076,0.9420350761903774,0.1767421223281132,0.01460246834688679,0.0007395823089622645,0.00496767310415094,0.09815952324924529,0.002767867103679245,0.005229035555943397,0.006266620382641509,0.014792906690943394,0.022892864631226417,0.008431069707452832,0.0006863760450943404,0.0005937066029245283,0.07548548989132076,0.0012267514944339624,0.12778482692735849,0.00047933617650943393,0.26262388431056605,0.02321339639981132,0.0007674999096226415,0.010928867398207549,0.0031747322247169807,0.008021472241132076,0.004131520708773585,0.003726528397075472,0.011496658413962264,0.03525904711235849,0.07480817079886792
1.9999999999999996,0.10744327309718005,0.28115318593145333,0.6114035391950108,0.2124379212969631,0.011440468423427332,0.003040321859869848,0.03943909483275488,0.07972955813080261,0.0020369063396963125,0.02784785965835141,0.015715820019956615,0.013392012316052061,0.20983877902472886,0.06799333220520606,0.0068761706663774385,0.003015013068546638,0.015093978896529284,0.001970522221691974,0.00850983585119306,0.0008143013973969631,0.024722049333622563,0.02909218711366594,0.0015882819668112799,0.026498478333839483,0.0017349977798264643,0.0224067947989154,0.00282090331670282,0.005284606179392625,0.020424939441431672,0.012041688730585684,0.1341931813867679
5.0,0.007765694031924869,0.026321021989514845,0.9659132859273865,0.2115596621999999,0.0014864185410015645,0.0006099050938967138,0.0013627120341158025,0.03910512833661972,0.0018286325976525823,0.0014085615948356833,0.0019737361560250395,0.005481168651330203,0.004578441350547718,0.0033710095492957767,0.0004366638082942062,0.000199343512832551,0.007590965593583723,0.00020504020907668227,0.004677301646165885,0.0001730427172143975,0.023295142601877938,0.6659970016732395,0.0001553009827856024,0.004462128789827855,0.0007226285633802817,0.0021344017917057896,0.0004705973971830988,0.001862320010798122,0.0028774895015649454,0.0014425678535211267,0.010532681321909237
4.0,0.018618412152706848,0.10655764246149133,0.8748239451693565,0.2594715362756894,0.022818912094484164,0.0015579925925434117,0.016250918603472934,0.17313648408437182,0.004260289313585292,0.01638590116036772,0.010719925333707865,0.024891322829826354,0.07894953148386108,0.0334400417412666,0.003622962754136874,0.0018544886033707863,0.035514042075893766,0.0007438141481103167,0.022905604577834526,0.0005666727951991828,0.041041071509703785,0.030708548274565883,0.0008249279771195097,0.0186110765473953,0.0029283242522982634,0.014170670630847804,0.0036492271155260467,0.004788250206639429,0.006797734647599592,0.03938046389601635,0.13000926412941777
0.9999999999999991,0.20942287832190476,0.3650130539044444,0.42556406082793646,0.11551446190095238,0.010902412731428574,0.006206588746984127,0.08420337425999999,0.04366640727079365,0.0022262068695238094,0.0309380097168254,0.0301415600831746,0.00926581829968254,0.24297192548603175,0.07260868569333333,0.021703407516825396,0.007518573315873017,0.017996728966984128,0.005132463075238096,0.02198518833206349,0.0009828580933333333,0.022115198026349203,0.026050949270158733,0.003045931156190476,0.020445181917142858,0.0014936568123809523,0.0286275255584127,0.0025174760342857143,0.010258578622222222,0.025745589466984124,0.010941825713015873,0.1247934111063492
5.000000000000003,0.008000269136967553,0.038890091383062875,0.9531096395626268,0.6046318371029918,0.011177853246906694,0.0008646464596855981,0.002998000479817447,0.07468856926876268,0.0026475769310344826,0.0034775124190162274,0.004548485788793103,0.011081730229918863,0.01021320603103449,0.005473385075760652,0.0005417646029411746,0.0003464771765212982,0.03797441533529412,0.00032060667119675505,0.014239520494574037,0.00030279115223123734,0.06799954045760649,0.08718693801399593,0.00026160089421906703,0.0089389379908215,0.002711490773580122,0.0051881953017241375,0.0017268561712981746,0.0008849897925456386,0.002996337056541583,0.012745304534533469,0.0238314298398073
